剧本ID,剧目名称,剧目类别,内容量权重,网络密度,度中心化,闭环ID,层级路径,角色关系类型,主题,叙事结构线,波动型,关系演化结局,联动层级序号,联动匹配强度,是否主路径
05012001,吴越春秋【前部】,历史戏,56.6,0.0902,0.2993,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,1,77.1,是
05012001,吴越春秋【前部】,历史戏,56.6,0.0902,0.2993,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,2,77.1,否
05012001,吴越春秋【前部】,历史戏,56.6,0.0902,0.2993,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,3,56.4,否
05012001,吴越春秋【前部】,历史戏,56.6,0.0902,0.2993,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,4,56.4,否
05012001,吴越春秋【前部】,历史戏,56.6,0.0902,0.2993,loop-034,权力关系>公案冤狱>多峰型>多峰-审断反复>功名显达,权力关系,公案冤狱,多峰型,多峰-审断反复,功名显达,5,38.4,否
05012001,吴越春秋【前部】,历史戏,56.6,0.0902,0.2993,loop-050,冲突关系>战争武略>后峰型>后峰-结尾爆发>复仇完成,冲突关系,战争武略,后峰型,后峰-结尾爆发,复仇完成,6,76.0,否
05012001,吴越春秋【前部】,历史戏,56.6,0.0902,0.2993,loop-056,冲突关系>恩怨报偿>后峰型>后峰-末端清算>善恶翻转,冲突关系,恩怨报偿,后峰型,后峰-末端清算,善恶翻转,7,44.5,否
05012001,吴越春秋【前部】,历史戏,56.6,0.0902,0.2993,loop-059,冲突关系>善恶转化>平稳型>平稳-余波消解>敌对消灭,冲突关系,善恶转化,平稳型,平稳-余波消解,敌对消灭,8,37.75,否
05012002,吴越春秋【后部】,家庭戏,63.5,0.0817,0.3002,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,1,59.0,是
05012002,吴越春秋【后部】,家庭戏,63.5,0.0817,0.3002,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,2,59.0,否
05012002,吴越春秋【后部】,家庭戏,63.5,0.0817,0.3002,loop-011,亲属关系>恩怨报偿>后峰型>后峰-末端清算>亲缘团圆,亲属关系,恩怨报偿,后峰型,后峰-末端清算,亲缘团圆,3,46.85,否
05012002,吴越春秋【后部】,家庭戏,63.5,0.0817,0.3002,loop-009,亲属关系>恩怨报偿>多峰型>多峰-恩怨反复>宗族复位,亲属关系,恩怨报偿,多峰型,多峰-恩怨反复,宗族复位,4,46.85,否
05012002,吴越春秋【后部】,家庭戏,63.5,0.0817,0.3002,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,5,50.1,否
05012002,吴越春秋【后部】,家庭戏,63.5,0.0817,0.3002,loop-017,婚恋关系>家庭亲情>后峰型>后峰-终局和解>贞节守义,婚恋关系,家庭亲情,后峰型,后峰-终局和解,贞节守义,6,48.0,否
05012002,吴越春秋【后部】,家庭戏,63.5,0.0817,0.3002,loop-023,婚恋关系>文人世情>多峰型>多峰-连环误会>婚恋成全,婚恋关系,文人世情,多峰型,多峰-连环误会,婚恋成全,7,37.2,否
05012002,吴越春秋【后部】,家庭戏,63.5,0.0817,0.3002,loop-013,婚恋关系>婚恋姻缘>后峰型>后峰-终局和解>婚恋错失,婚恋关系,婚恋姻缘,后峰型,后峰-终局和解,婚恋错失,8,34.5,否
05013002,珍珠塔【头本】,家庭戏,31.86,0.1606,0.4259,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,1,66.0,是
05013002,珍珠塔【头本】,家庭戏,31.86,0.1606,0.4259,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,2,66.0,否
05013002,珍珠塔【头本】,家庭戏,31.86,0.1606,0.4259,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,3,39.95,否
05013002,珍珠塔【头本】,家庭戏,31.86,0.1606,0.4259,loop-032,权力关系>战争武略>后峰型>后峰-结尾爆发>功名显达,权力关系,战争武略,后峰型,后峰-结尾爆发,功名显达,4,39.95,否
05013002,珍珠塔【头本】,家庭戏,31.86,0.1606,0.4259,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,5,34.55,否
05013002,珍珠塔【头本】,家庭戏,31.86,0.1606,0.4259,loop-015,婚恋关系>家庭亲情>平稳型>平稳-循环回归>婚恋错失,婚恋关系,家庭亲情,平稳型,平稳-循环回归,婚恋错失,6,50.05,否
05013002,珍珠塔【头本】,家庭戏,31.86,0.1606,0.4259,loop-022,婚恋关系>文人世情>前锋型>前锋-先误判后澄清>礼法压服,婚恋关系,文人世情,前锋型,前锋-先误判后澄清,礼法压服,7,37.0,否
05013002,珍珠塔【头本】,家庭戏,31.86,0.1606,0.4259,loop-013,婚恋关系>婚恋姻缘>后峰型>后峰-终局和解>婚恋错失,婚恋关系,婚恋姻缘,后峰型,后峰-终局和解,婚恋错失,8,32.5,否
05013003,珍珠塔【二本】,家庭戏,35.2,0.109,0.2378,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,1,66.0,是
05013003,珍珠塔【二本】,家庭戏,35.2,0.109,0.2378,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,2,66.0,否
05013003,珍珠塔【二本】,家庭戏,35.2,0.109,0.2378,loop-010,亲属关系>恩怨报偿>后峰型>后峰-压轴报偿>名节昭彰,亲属关系,恩怨报偿,后峰型,后峰-压轴报偿,名节昭彰,3,56.55,否
05013003,珍珠塔【二本】,家庭戏,35.2,0.109,0.2378,loop-011,亲属关系>恩怨报偿>后峰型>后峰-末端清算>亲缘团圆,亲属关系,恩怨报偿,后峰型,后峰-末端清算,亲缘团圆,4,56.55,否
05013003,珍珠塔【二本】,家庭戏,35.2,0.109,0.2378,loop-016,婚恋关系>家庭亲情>前锋型>前锋-先决裂后修补>夫妻重圆,婚恋关系,家庭亲情,前锋型,前锋-先决裂后修补,夫妻重圆,5,60.5,否
05013003,珍珠塔【二本】,家庭戏,35.2,0.109,0.2378,loop-012,婚恋关系>婚恋姻缘>中峰型>中峰-中段离合>婚恋成全,婚恋关系,婚恋姻缘,中峰型,中峰-中段离合,婚恋成全,6,51.05,否
05013003,珍珠塔【二本】,家庭戏,35.2,0.109,0.2378,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,7,43.75,否
05013003,珍珠塔【二本】,家庭戏,35.2,0.109,0.2378,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,8,40.15,否
05013004,珍珠塔【三本】,家庭戏,39.37,0.0914,0.148,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,1,71.0,是
05013004,珍珠塔【三本】,家庭戏,39.37,0.0914,0.148,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,2,71.0,否
05013004,珍珠塔【三本】,家庭戏,39.37,0.0914,0.148,loop-010,亲属关系>恩怨报偿>后峰型>后峰-压轴报偿>名节昭彰,亲属关系,恩怨报偿,后峰型,后峰-压轴报偿,名节昭彰,3,57.5,否
05013004,珍珠塔【三本】,家庭戏,39.37,0.0914,0.148,loop-011,亲属关系>恩怨报偿>后峰型>后峰-末端清算>亲缘团圆,亲属关系,恩怨报偿,后峰型,后峰-末端清算,亲缘团圆,4,57.5,否
05013004,珍珠塔【三本】,家庭戏,39.37,0.0914,0.148,loop-017,婚恋关系>家庭亲情>后峰型>后峰-终局和解>贞节守义,婚恋关系,家庭亲情,后峰型,后峰-终局和解,贞节守义,5,57.8,否
05013004,珍珠塔【三本】,家庭戏,39.37,0.0914,0.148,loop-012,婚恋关系>婚恋姻缘>中峰型>中峰-中段离合>婚恋成全,婚恋关系,婚恋姻缘,中峰型,中峰-中段离合,婚恋成全,6,42.95,否
05013004,珍珠塔【三本】,家庭戏,39.37,0.0914,0.148,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,7,36.55,否
05013004,珍珠塔【三本】,家庭戏,39.37,0.0914,0.148,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,8,31.15,否
05013005,珍珠塔【四本】,家庭戏,34.55,0.1542,0.4464,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,1,82.0,是
05013005,珍珠塔【四本】,家庭戏,34.55,0.1542,0.4464,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,2,82.0,否
05013005,珍珠塔【四本】,家庭戏,34.55,0.1542,0.4464,loop-009,亲属关系>恩怨报偿>多峰型>多峰-恩怨反复>宗族复位,亲属关系,恩怨报偿,多峰型,多峰-恩怨反复,宗族复位,3,53.2,否
05013005,珍珠塔【四本】,家庭戏,34.55,0.1542,0.4464,loop-010,亲属关系>恩怨报偿>后峰型>后峰-压轴报偿>名节昭彰,亲属关系,恩怨报偿,后峰型,后峰-压轴报偿,名节昭彰,4,53.2,否
05013005,珍珠塔【四本】,家庭戏,34.55,0.1542,0.4464,loop-004,亲属关系>礼教品格>中峰型>中峰-中段伦理压迫>亲情牺牲,亲属关系,礼教品格,中峰型,中峰-中段伦理压迫,亲情牺牲,5,51.4,否
05013005,珍珠塔【四本】,家庭戏,34.55,0.1542,0.4464,loop-016,婚恋关系>家庭亲情>前锋型>前锋-先决裂后修补>夫妻重圆,婚恋关系,家庭亲情,前锋型,前锋-先决裂后修补,夫妻重圆,6,63.85,否
05013005,珍珠塔【四本】,家庭戏,34.55,0.1542,0.4464,loop-014,婚恋关系>婚恋姻缘>多峰型>多峰-离合循环>夫妻重圆,婚恋关系,婚恋姻缘,多峰型,多峰-离合循环,夫妻重圆,7,44.05,否
05013005,珍珠塔【四本】,家庭戏,34.55,0.1542,0.4464,loop-021,婚恋关系>文人世情>平稳型>平稳-中段微折>贞节守义,婚恋关系,文人世情,平稳型,平稳-中段微折,贞节守义,8,40.9,否
05014002,破石兆,历史戏,19.28,0.4536,0.2805,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,1,22.8,是
05014002,破石兆,历史戏,19.28,0.4536,0.2805,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,2,22.8,否
05014002,破石兆,历史戏,19.28,0.4536,0.2805,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,3,22.35,否
05014002,破石兆,历史戏,19.28,0.4536,0.2805,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,4,22.35,否
05014002,破石兆,历史戏,19.28,0.4536,0.2805,loop-041,同盟关系>战争武略>后峰型>后峰-结尾爆发>阵营转投,同盟关系,战争武略,后峰型,后峰-结尾爆发,阵营转投,5,21.7,否
05014002,破石兆,历史戏,19.28,0.4536,0.2805,loop-047,同盟关系>政治权力>后峰型>后峰-末端清算>结义同心,同盟关系,政治权力,后峰型,后峰-末端清算,结义同心,6,21.25,否
05014002,破石兆,历史戏,19.28,0.4536,0.2805,loop-043,同盟关系>除暴侠义>中峰型>中峰-中段征战>阵营转投,同盟关系,除暴侠义,中峰型,中峰-中段征战,阵营转投,7,12.7,否
05014002,破石兆,历史戏,19.28,0.4536,0.2805,loop-049,冲突关系>战争武略>中峰型>中峰-中段征战>敌对和解,冲突关系,战争武略,中峰型,中峰-中段征战,敌对和解,8,21.7,否
05014003,荆襄府,历史戏,25.81,0.3641,0.3992,loop-050,冲突关系>战争武略>后峰型>后峰-结尾爆发>复仇完成,冲突关系,战争武略,后峰型,后峰-结尾爆发,复仇完成,1,55.85,是
05014003,荆襄府,历史戏,25.81,0.3641,0.3992,loop-048,冲突关系>战争武略>多峰型>多峰-连战递进>敌对消灭,冲突关系,战争武略,多峰型,多峰-连战递进,敌对消灭,2,55.85,否
05014003,荆襄府,历史戏,25.81,0.3641,0.3992,loop-055,冲突关系>恩怨报偿>后峰型>后峰-压轴报偿>阵营转投,冲突关系,恩怨报偿,后峰型,后峰-压轴报偿,阵营转投,3,33.35,否
05014003,荆襄府,历史戏,25.81,0.3641,0.3992,loop-056,冲突关系>恩怨报偿>后峰型>后峰-末端清算>善恶翻转,冲突关系,恩怨报偿,后峰型,后峰-末端清算,善恶翻转,4,33.35,否
05014003,荆襄府,历史戏,25.81,0.3641,0.3992,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,5,33.0,否
05014003,荆襄府,历史戏,25.81,0.3641,0.3992,loop-010,亲属关系>恩怨报偿>后峰型>后峰-压轴报偿>名节昭彰,亲属关系,恩怨报偿,后峰型,后峰-压轴报偿,名节昭彰,6,28.95,否
05014003,荆襄府,历史戏,25.81,0.3641,0.3992,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,7,50.35,否
05014003,荆襄府,历史戏,25.81,0.3641,0.3992,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,8,26.5,否
05014004,张松骂曹,历史戏,27.52,0.228,0.237,loop-050,冲突关系>战争武略>后峰型>后峰-结尾爆发>复仇完成,冲突关系,战争武略,后峰型,后峰-结尾爆发,复仇完成,1,43.75,是
05014004,张松骂曹,历史戏,27.52,0.228,0.237,loop-048,冲突关系>战争武略>多峰型>多峰-连战递进>敌对消灭,冲突关系,战争武略,多峰型,多峰-连战递进,敌对消灭,2,43.75,否
05014004,张松骂曹,历史戏,27.52,0.228,0.237,loop-055,冲突关系>恩怨报偿>后峰型>后峰-压轴报偿>阵营转投,冲突关系,恩怨报偿,后峰型,后峰-压轴报偿,阵营转投,3,24.4,否
05014004,张松骂曹,历史戏,27.52,0.228,0.237,loop-056,冲突关系>恩怨报偿>后峰型>后峰-末端清算>善恶翻转,冲突关系,恩怨报偿,后峰型,后峰-末端清算,善恶翻转,4,24.4,否
05014004,张松骂曹,历史戏,27.52,0.228,0.237,loop-057,冲突关系>善恶转化>中峰型>中峰-中段悟转>阵营转投,冲突关系,善恶转化,中峰型,中峰-中段悟转,阵营转投,5,23.05,否
05014004,张松骂曹,历史戏,27.52,0.228,0.237,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,6,43.2,否
05014004,张松骂曹,历史戏,27.52,0.228,0.237,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,7,28.35,否
05014004,张松骂曹,历史戏,27.52,0.228,0.237,loop-034,权力关系>公案冤狱>多峰型>多峰-审断反复>功名显达,权力关系,公案冤狱,多峰型,多峰-审断反复,功名显达,8,22.05,否
05014005,左慈骂曹,历史戏,23.72,0.4955,0.4539,loop-049,冲突关系>战争武略>中峰型>中峰-中段征战>敌对和解,冲突关系,战争武略,中峰型,中峰-中段征战,敌对和解,1,38.5,是
05014005,左慈骂曹,历史戏,23.72,0.4955,0.4539,loop-050,冲突关系>战争武略>后峰型>后峰-结尾爆发>复仇完成,冲突关系,战争武略,后峰型,后峰-结尾爆发,复仇完成,2,38.5,否
05014005,左慈骂曹,历史戏,23.72,0.4955,0.4539,loop-058,冲突关系>善恶转化>后峰型>后峰-后段反转>善恶翻转,冲突关系,善恶转化,后峰型,后峰-后段反转,善恶翻转,3,28.15,否
05014005,左慈骂曹,历史戏,23.72,0.4955,0.4539,loop-059,冲突关系>善恶转化>平稳型>平稳-余波消解>敌对消灭,冲突关系,善恶转化,平稳型,平稳-余波消解,敌对消灭,4,28.15,否
05014005,左慈骂曹,历史戏,23.72,0.4955,0.4539,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,5,38.75,否
05014005,左慈骂曹,历史戏,23.72,0.4955,0.4539,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,6,37.4,否
05014005,左慈骂曹,历史戏,23.72,0.4955,0.4539,loop-029,权力关系>忠义家国>多峰型>多峰-连战递进>权谋败露,权力关系,忠义家国,多峰型,多峰-连战递进,权谋败露,7,27.05,否
05014006,柴桑关,历史戏,30.85,0.1452,0.4047,loop-050,冲突关系>战争武略>后峰型>后峰-结尾爆发>复仇完成,冲突关系,战争武略,后峰型,后峰-结尾爆发,复仇完成,1,76.8,是
05014006,柴桑关,历史戏,30.85,0.1452,0.4047,loop-048,冲突关系>战争武略>多峰型>多峰-连战递进>敌对消灭,冲突关系,战争武略,多峰型,多峰-连战递进,敌对消灭,2,76.8,否
05014006,柴桑关,历史戏,30.85,0.1452,0.4047,loop-055,冲突关系>恩怨报偿>后峰型>后峰-压轴报偿>阵营转投,冲突关系,恩怨报偿,后峰型,后峰-压轴报偿,阵营转投,3,34.5,否
05014006,柴桑关,历史戏,30.85,0.1452,0.4047,loop-056,冲突关系>恩怨报偿>后峰型>后峰-末端清算>善恶翻转,冲突关系,恩怨报偿,后峰型,后峰-末端清算,善恶翻转,4,34.5,否
05014006,柴桑关,历史戏,30.85,0.1452,0.4047,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,5,61.4,否
