剧本编号,剧本名字,叙事模式ID,叙事模式名称,英文名称,场次数,五阶段强度曲线,五阶段主冲突,峰值阶段,峰值强度(%),强度振幅,场次波动次数,局部峰值数,判定依据,置信度,关键证据场次
09004003,断臂说书,M02,渐强推进型,The Snowball / Crescendo,5,27-39-46-76-63,开端:骨肉伦理；发展:敌我攻守；转折:敌我攻守；高潮:敌我攻守；结局:骨肉伦理,高潮,76.0,49.0,1,1,整体斜率为正(36.0)，阶段回落1次，峰值靠后。,0.86,"开端:第一场(骨肉伦理,27%)；发展:第二场(敌我攻守,39%)；转折:第三场(敌我攻守,46%)；高潮:第四场(敌我攻守,76%)；结局:第五场(骨肉伦理,63%)"
09006001,打严嵩,M07,平缓铺陈型,The Low-tension Episodic,4,53-57-62-62-59,开端:君臣撕裂；发展:君臣撕裂；转折:君臣撕裂；高潮:君臣撕裂；结局:君臣撕裂,转折,62.0,9.0,0,0,五阶段振幅9.0点，阶段强度差异较小。,0.78,"开端:第一场(君臣撕裂,53%)；发展:第二场(君臣撕裂,57%)；转折:第三场(君臣撕裂,62%)；高潮:第三场(君臣撕裂,62%)；结局:第四场(君臣撕裂,59%)"
09006002,荒山泪,M06,结尾爆发型,The Final Reveal,8,38-58-67-54-68,开端:骨肉伦理；发展:骨肉伦理；转折:肢体冲突；高潮:骨肉伦理；结局:骨肉伦理,结局,68.0,30.0,2,0,峰值出现在结局(68.0)，高于前四阶段平均13.8点。,0.83,"开端:第一场(骨肉伦理,38%)；发展:第三场(骨肉伦理,72%)；转折:第四场(肢体冲突,67%)；高潮:第五场(骨肉伦理,59%)；结局:第八场(骨肉伦理,68%)"
09007001,生死恨,M07,平缓铺陈型,The Low-tension Episodic,19,60-54.8-57-54.3-56.5,开端:敌我攻守；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:骨肉伦理,开端,60.0,5.71,10,5,五阶段振幅5.7点，阶段强度差异较小。,0.78,"开端:第一场(敌我攻守,60%)；发展:第二场(敌我攻守,72%)；转折:第十场(骨肉伦理,57%)；高潮:第十六场(敌我攻守,83%)；结局:第十九场(骨肉伦理,57%)"
09008002,林冲夜奔,M05,开端爆发型,In Medias Res,10,61-39.7-50-51-61,开端:敌我攻守；发展:骨肉伦理；转折:骨肉伦理；高潮:敌我攻守；结局:敌我攻守,开端,61.0,21.33,4,1,峰值出现在开端(61.0)，高于后续平均10.6点。,0.82,"开端:第一场(敌我攻守,61%)；发展:第二场(敌我攻守,41%)；转折:第五场(骨肉伦理,50%)；高潮:第九场(敌我攻守,67%)；结局:第十场(敌我攻守,61%)"
10001032,珠帘寨,M05,开端爆发型,In Medias Res,17,77-54.6-50-43.2-47,开端:敌我攻守；发展:敌我攻守；转折:骨肉伦理；高潮:骨肉伦理；结局:敌我攻守,开端,77.0,33.83,10,2,峰值出现在开端(77.0)，高于后续平均28.3点。,0.82,"开端:第一场(敌我攻守,77%)；发展:第四场(敌我攻守,66%)；转折:第九场(骨肉伦理,50%)；高潮:第十场(骨肉伦理,58%)；结局:第十六场(敌我攻守,49%)"
10002001,南天门,M05,开端爆发型,In Medias Res,4,77-60-43-43-38,开端:骨肉伦理；发展:敌我攻守；转折:骨肉伦理；高潮:骨肉伦理；结局:敌我攻守,开端,77.0,39.0,0,0,峰值出现在开端(77.0)，高于后续平均31.0点。,0.82,"开端:第一场(骨肉伦理,77%)；发展:第二场(敌我攻守,60%)；转折:第三场(骨肉伦理,43%)；高潮:第三场(骨肉伦理,43%)；结局:第四场(敌我攻守,38%)"
10002046,坐楼杀惜,M08,独场凝缩型,The Condensed One-scene,2,50-50-50-50-50,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:骨肉伦理,开端,50.0,0.0,0,0,有效场次数小于等于2，按短剧/折子戏凝缩结构归类。,0.92,"开端:第二场(骨肉伦理,100%)；发展:第二场(骨肉伦理,100%)；转折:第二场(骨肉伦理,100%)；高潮:第二场(骨肉伦理,100%)；结局:第二场(骨肉伦理,100%)"
11001001,连环套,M07,平缓铺陈型,The Low-tension Episodic,27,37-39.3-31-43-40.3,开端:敌我攻守；发展:敌我攻守；转折:敌我攻守；高潮:骨肉伦理；结局:敌我攻守,高潮,43.0,12.0,20,9,五阶段振幅12.0点，阶段强度差异较小。,0.78,"开端:第一场(敌我攻守,37%)；发展:第八场(敌我攻守,60%)；转折:第十五场(敌我攻守,31%)；高潮:第二十二场(敌我攻守,62%)；结局:第二十五场(敌我攻守,47%)"
11001003,殷家堡,M04,单峰转折型,The Early Climax / Anti-climax,16,57-41.4-58-36.6-55.5,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:敌我攻守；结局:君臣撕裂,转折,58.0,21.4,5,0,主要峰值位于转折，呈提前爆点结构。,0.74,"开端:第一场(骨肉伦理,57%)；发展:第八场(骨肉伦理,58%)；转折:第九场(骨肉伦理,58%)；高潮:第十场(敌我攻守,62%)；结局:第十六场(敌我攻守,59%)"
13001007,敲骨求金,M08,独场凝缩型,The Condensed One-scene,1,52-52-52-52-52,开端:敌我攻守；发展:敌我攻守；转折:敌我攻守；高潮:敌我攻守；结局:敌我攻守,开端,52.0,0.0,0,0,有效场次数小于等于2，按短剧/折子戏凝缩结构归类。,0.92,"开端:独场(敌我攻守,52%)；发展:独场(敌我攻守,52%)；转折:独场(敌我攻守,52%)；高潮:独场(敌我攻守,52%)；结局:独场(敌我攻守,52%)"
13003007,二度梅·舟配,M03,多峰波折型,The Rollercoaster,3,98-0-75-0-75,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:骨肉伦理,开端,98.0,98.0,1,0,五阶段显著峰值3个、阶段方向切换3次，振幅98.0点。,0.86,"开端:第一场(骨肉伦理,98%)；发展:第二场(骨肉伦理,0%)；转折:第三场(骨肉伦理,75%)；高潮:第二场(骨肉伦理,0%)；结局:第三场(骨肉伦理,75%)"
13003008,画兰,M08,独场凝缩型,The Condensed One-scene,1,38-38-38-38-38,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:骨肉伦理,开端,38.0,0.0,0,0,有效场次数小于等于2，按短剧/折子戏凝缩结构归类。,0.92,"开端:独场(骨肉伦理,38%)；发展:独场(骨肉伦理,38%)；转折:独场(骨肉伦理,38%)；高潮:独场(骨肉伦理,38%)；结局:独场(骨肉伦理,38%)"
13004002,洛阳桥·下海,M08,独场凝缩型,The Condensed One-scene,1,38-38-38-38-38,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:骨肉伦理,开端,38.0,0.0,0,0,有效场次数小于等于2，按短剧/折子戏凝缩结构归类。,0.92,"开端:独场(骨肉伦理,38%)；发展:独场(骨肉伦理,38%)；转折:独场(骨肉伦理,38%)；高潮:独场(骨肉伦理,38%)；结局:独场(骨肉伦理,38%)"
13004003,安天会·偷桃,M08,独场凝缩型,The Condensed One-scene,1,47-47-47-47-47,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:骨肉伦理,开端,47.0,0.0,0,0,有效场次数小于等于2，按短剧/折子戏凝缩结构归类。,0.92,"开端:独场(骨肉伦理,47%)；发展:独场(骨肉伦理,47%)；转折:独场(骨肉伦理,47%)；高潮:独场(骨肉伦理,47%)；结局:独场(骨肉伦理,47%)"
13004004,安天会·大战,M08,独场凝缩型,The Condensed One-scene,1,53-53-53-53-53,开端:君臣撕裂；发展:君臣撕裂；转折:君臣撕裂；高潮:君臣撕裂；结局:君臣撕裂,开端,53.0,0.0,0,0,有效场次数小于等于2，按短剧/折子戏凝缩结构归类。,0.92,"开端:独场(君臣撕裂,53%)；发展:独场(君臣撕裂,53%)；转折:独场(君臣撕裂,53%)；高潮:独场(君臣撕裂,53%)；结局:独场(君臣撕裂,53%)"
13004005,盘丝洞,M02,渐强推进型,The Snowball / Crescendo,10,7-44.7-56-58.5-27,开端:骨肉伦理；发展:神怪显灵；转折:骨肉伦理；高潮:骨肉伦理；结局:神怪显灵,高潮,58.5,51.5,3,2,整体斜率为正(20.0)，阶段回落1次，峰值靠后。,0.86,"开端:第一场(骨肉伦理,7%)；发展:第四场(骨肉伦理,66%)；转折:第五场(骨肉伦理,56%)；高潮:第九场(骨肉伦理,71%)；结局:第十场(神怪显灵,27%)"
14001001,一捧雪,M07,平缓铺陈型,The Low-tension Episodic,10,39-53.3-45-52.2-47,开端:身份揭晓；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:敌我攻守,发展,53.33,14.33,4,1,五阶段振幅14.3点，阶段强度差异较小。,0.78,"开端:第一场(身份揭晓,39%)；发展:第二场(骨肉伦理,65%)；转折:第五场(骨肉伦理,45%)；高潮:第八场(骨肉伦理,75%)；结局:第十场(敌我攻守,47%)"
14001002,二进宫,M08,独场凝缩型,The Condensed One-scene,1,55-55-55-55-55,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:骨肉伦理,开端,55.0,0.0,0,0,有效场次数小于等于2，按短剧/折子戏凝缩结构归类。,0.92,"开端:独场(骨肉伦理,55%)；发展:独场(骨肉伦理,55%)；转折:独场(骨肉伦理,55%)；高潮:独场(骨肉伦理,55%)；结局:独场(骨肉伦理,55%)"
14001003,八大锤,M06,结尾爆发型,The Final Reveal,6,49-41-12-64-72,开端:敌我攻守；发展:君臣撕裂；转折:敌我攻守；高潮:肢体冲突；结局:骨肉伦理,结局,72.0,60.0,1,0,峰值出现在结局(72.0)，高于前四阶段平均30.5点。,0.83,"开端:第一场(敌我攻守,49%)；发展:第二场(君臣撕裂,41%)；转折:第三场(敌我攻守,12%)；高潮:第五场(敌我攻守,70%)；结局:第六场(骨肉伦理,72%)"
14001004,九更天,M04,单峰转折型,The Early Climax / Anti-climax,19,50-65.8-43-43.1-17.5,开端:忠义抉择；发展:忠义抉择；转折:神怪显灵；高潮:情绪爆发；结局:余波收束,发展,65.75,48.25,10,3,峰值提前在发展(65.8)，后续未形成更高增量。,0.84,"开端:第一场(忠义抉择,50%)；发展:第二场(骨肉伦理,75%)；转折:第十场(神怪显灵,43%)；高潮:第十七场(敌我攻守,73%)；结局:第十九场(骨肉伦理,35%)"
14001005,丁甲山,M01,后置高潮型,The Classic Build-up,12,40-38.8-29-49.3-44,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:关系转折,高潮,49.33,20.33,4,2,峰值靠近高潮，按后置高潮结构归类。,0.72,"开端:第一场(骨肉伦理,40%)；发展:第六场(骨肉伦理,54%)；转折:第七场(骨肉伦理,29%)；高潮:第八场(骨肉伦理,54%)；结局:第十二场(骨肉伦理,45%)"
14001006,三娘教子,M05,开端爆发型,In Medias Res,6,75-69-28-53-67,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:骨肉伦理,开端,75.0,47.0,1,0,峰值出现在开端(75.0)，高于后续平均20.8点。,0.82,"开端:第一场(骨肉伦理,75%)；发展:第二场(骨肉伦理,69%)；转折:第三场(骨肉伦理,28%)；高潮:第五场(君臣撕裂,60%)；结局:第六场(骨肉伦理,67%)"
14001007,三击掌,M08,独场凝缩型,The Condensed One-scene,1,49-49-49-49-49,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:骨肉伦理,开端,49.0,0.0,0,0,有效场次数小于等于2，按短剧/折子戏凝缩结构归类。,0.92,"开端:独场(骨肉伦理,49%)；发展:独场(骨肉伦理,49%)；转折:独场(骨肉伦理,49%)；高潮:独场(骨肉伦理,49%)；结局:独场(骨肉伦理,49%)"
14001008,上天台,M08,独场凝缩型,The Condensed One-scene,1,56-56-56-56-56,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:骨肉伦理,开端,56.0,0.0,0,0,有效场次数小于等于2，按短剧/折子戏凝缩结构归类。,0.92,"开端:独场(骨肉伦理,56%)；发展:独场(骨肉伦理,56%)；转折:独场(骨肉伦理,56%)；高潮:独场(骨肉伦理,56%)；结局:独场(骨肉伦理,56%)"
14001009,大保国,M08,独场凝缩型,The Condensed One-scene,1,57-57-57-57-57,开端:君臣撕裂；发展:君臣撕裂；转折:君臣撕裂；高潮:君臣撕裂；结局:君臣撕裂,开端,57.0,0.0,0,0,有效场次数小于等于2，按短剧/折子戏凝缩结构归类。,0.92,"开端:独场(君臣撕裂,57%)；发展:独场(君臣撕裂,57%)；转折:独场(君臣撕裂,57%)；高潮:独场(君臣撕裂,57%)；结局:独场(君臣撕裂,57%)"
14002002,打渔杀家,M03,多峰波折型,The Rollercoaster,6,28-66-48-51-86,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:骨肉伦理,结局,86.0,58.0,2,1,五阶段显著峰值2个、阶段方向切换2次，振幅58.0点。,0.86,"开端:第一场(骨肉伦理,28%)；发展:第二场(骨肉伦理,66%)；转折:第三场(骨肉伦理,48%)；高潮:第四场(骨肉伦理,51%)；结局:第六场(骨肉伦理,86%)"
14002003,打鼓骂曹,M03,多峰波折型,The Rollercoaster,5,33-73-48-26-79,开端:谋略试探；发展:敌我攻守；转折:敌我攻守；高潮:君臣撕裂；结局:敌我攻守,结局,79.0,53.0,2,1,五阶段显著峰值2个、阶段方向切换2次，振幅53.0点。,0.86,"开端:第一场(谋略试探,33%)；发展:第二场(敌我攻守,73%)；转折:第三场(敌我攻守,48%)；高潮:第四场(君臣撕裂,26%)；结局:第五场(敌我攻守,79%)"
14002004,打棍出箱,M01,后置高潮型,The Classic Build-up,5,54-63-35-65-63,开端:骨肉伦理；发展:骨肉伦理；转折:神怪显灵；高潮:骨肉伦理；结局:骨肉伦理,高潮,65.0,30.0,2,1,峰值位于高潮(65.0)，较开端提高11.0点。,0.86,"开端:第一场(骨肉伦理,54%)；发展:第二场(骨肉伦理,63%)；转折:第三场(神怪显灵,35%)；高潮:第四场(骨肉伦理,65%)；结局:第五场(骨肉伦理,63%)"
14002005,打严嵩,M06,结尾爆发型,The Final Reveal,4,62-56-61-61-76,开端:君臣撕裂；发展:君臣撕裂；转折:君臣撕裂；高潮:君臣撕裂；结局:君臣撕裂,结局,76.0,20.0,1,0,峰值出现在结局(76.0)，高于前四阶段平均16.0点。,0.83,"开端:第一场(君臣撕裂,62%)；发展:第二场(君臣撕裂,56%)；转折:第三场(君臣撕裂,61%)；高潮:第三场(君臣撕裂,61%)；结局:第四场(君臣撕裂,76%)"
14002006,打龙袍,M04,单峰转折型,The Early Climax / Anti-climax,6,48-74-74-62.5-69,开端:公案审判；发展:公案审判；转折:公案审判；高潮:君臣撕裂；结局:君臣撕裂,发展,74.0,26.0,2,0,主要峰值位于发展，呈提前爆点结构。,0.74,"开端:第一场(公案审判,48%)；发展:第二场(公案审判,74%)；转折:第三场(公案审判,74%)；高潮:第四场(君臣撕裂,79%)；结局:第六场(君臣撕裂,69%)"
14002007,玉堂春,M08,独场凝缩型,The Condensed One-scene,2,50-50-50-50-50,开端:公案审判；发展:公案审判；转折:公案审判；高潮:公案审判；结局:公案审判,开端,50.0,0.0,0,0,有效场次数小于等于2，按短剧/折子戏凝缩结构归类。,0.92,"开端:第二场(骨肉伦理,58%)；发展:第二场(骨肉伦理,58%)；转折:第二场(骨肉伦理,58%)；高潮:第二场(骨肉伦理,58%)；结局:第二场(骨肉伦理,58%)"
14002008,白门楼,M03,多峰波折型,The Rollercoaster,9,19-48.7-63-50.3-67,开端:敌我攻守；发展:敌我攻守；转折:敌我攻守；高潮:肢体冲突；结局:敌我攻守,结局,67.0,48.0,4,1,五阶段显著峰值2个、阶段方向切换2次，振幅48.0点。,0.86,"开端:第一场(敌我攻守,19%)；发展:第二场(敌我攻守,66%)；转折:第五场(敌我攻守,63%)；高潮:第七场(肢体冲突,52%)；结局:第九场(敌我攻守,67%)"
14002009,目莲救母,M08,独场凝缩型,The Condensed One-scene,1,46-46-46-46-46,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:骨肉伦理,开端,46.0,0.0,0,0,有效场次数小于等于2，按短剧/折子戏凝缩结构归类。,0.92,"开端:独场(骨肉伦理,46%)；发展:独场(骨肉伦理,46%)；转折:独场(骨肉伦理,46%)；高潮:独场(骨肉伦理,46%)；结局:独场(骨肉伦理,46%)"
14002010,宇宙锋,M08,独场凝缩型,The Condensed One-scene,2,50-50-50-50-50,开端:骨肉伦理；发展:骨肉伦理；转折:骨肉伦理；高潮:骨肉伦理；结局:骨肉伦理,开端,50.0,0.0,0,0,有效场次数小于等于2，按短剧/折子戏凝缩结构归类。,0.92,"开端:第一场(骨肉伦理,56%)；发展:第一场(骨肉伦理,56%)；转折:第一场(骨肉伦理,56%)；高潮:第一场(骨肉伦理,56%)；结局:第一场(骨肉伦理,56%)"
14003003,空城计,M07,平缓铺陈型,The Low-tension Episodic,13,44-53.6-58-49.8-55,开端:敌我攻守；发展:敌我攻守；转折:敌我攻守；高潮:敌我攻守；结局:敌我攻守,转折,58.0,14.0,8,4,五阶段振幅14.0点，阶段强度差异较小。,0.78,"开端:第一场(敌我攻守,44%)；发展:第三场(敌我攻守,73%)；转折:第八场(敌我攻守,58%)；高潮:第十场(敌我攻守,60%)；结局:第十四场(敌我攻守,67%)"
14007006,翠屏山,M03,多峰波折型,The Rollercoaster,6,52-21-55-71-85,开端:骨肉伦理；发展:骨肉伦理；转折:谋略试探；高潮:骨肉伦理；结局:骨肉伦理,结局,85.0,64.0,1,0,五阶段显著峰值2个、阶段方向切换1次，振幅64.0点。,0.86,"开端:第一场(骨肉伦理,52%)；发展:第二场(骨肉伦理,21%)；转折:第三场(谋略试探,55%)；高潮:第四场(骨肉伦理,72%)；结局:第六场(骨肉伦理,85%)"
14009005,香妃恨,M04,单峰转折型,The Early Climax / Anti-climax,17,52-62.1-75-52.5-56,开端:敌我攻守；发展:敌我攻守；转折:敌我攻守；高潮:君臣撕裂；结局:骨肉伦理,转折,75.0,23.0,8,2,峰值提前在转折(75.0)，后续未形成更高增量。,0.84,"开端:第一场(敌我攻守,52%)；发展:第八场(敌我攻守,75%)；转折:第九场(敌我攻守,75%)；高潮:第十二场(君臣撕裂,60%)；结局:第十七场(君臣撕裂,60%)"
14014002,战宛城,M05,开端爆发型,In Medias Res,25,59-49.1-48-46.6-40.3,开端:敌我攻守；发展:敌我攻守；转折:骨肉伦理；高潮:敌我攻守；结局:余波收束,开端,59.0,18.67,13,3,峰值出现在开端(59.0)，高于后续平均13.0点。,0.82,"开端:第一场(敌我攻守,59%)；发展:第八场(敌我攻守,69%)；转折:第十四场(骨肉伦理,48%)；高潮:第十八场(敌我攻守,63%)；结局:第二十五场(敌我攻守,66%)"
14016004,选元戎,M03,多峰波折型,The Rollercoaster,7,73-53-72-42-66,开端:敌我攻守；发展:骨肉伦理；转折:敌我攻守；高潮:骨肉伦理；结局:骨肉伦理,开端,73.0,31.0,3,1,五阶段显著峰值3个、阶段方向切换3次，振幅31.0点。,0.86,"开端:第一场(敌我攻守,73%)；发展:第三场(君臣撕裂,55%)；转折:第四场(敌我攻守,72%)；高潮:第五场(骨肉伦理,60%)；结局:第七场(骨肉伦理,66%)"
